日期,单品编码,批发价格(元/千克)
2020/11/6,1.029E+14,3.74
2020/11/6,1.029E+14,5.61
2020/11/6,1.029E+14,16.43
2020/11/6,1.029E+14,4.6
2020/11/6,1.029E+14,17.67
2020/11/6,1.029E+14,5.02
2020/11/6,1.029E+14,3.35
2020/11/6,1.029E+14,4.8
2020/11/6,1.029E+14,6.69
2020/11/6,1.029E+14,19.28
2020/11/6,1.029E+14,6.19
2020/11/6,1.029E+14,9.97
2020/11/6,1.029E+14,17.13
2020/11/6,1.029E+14,3.98
2020/11/6,1.029E+14,1.7
2020/11/6,1.029E+14,2.14
2020/11/6,1.029E+14,3.92
2020/11/6,1.029E+14,7.44
2020/11/6,1.029E+14,5
2020/11/6,1.029E+14,2.77
2020/11/6,1.029E+14,2.48
2020/11/6,1.029E+14,2.98
2020/11/6,1.029E+14,4.05
2020/11/6,1.029E+14,3.64
2020/11/6,1.029E+14,8.31
2020/11/6,1.029E+14,5.32
2020/11/7,1.029E+14,5.38
2020/11/7,1.029E+14,3.75
2020/11/7,1.029E+14,2
2020/11/7,1.029E+14,1.99
2020/11/7,1.029E+14,1.56
2020/11/7,1.029E+14,8.25
2020/11/7,1.029E+14,3.33
2020/11/7,1.029E+14,1.2
2020/11/7,1.029E+14,3.84
2020/11/7,1.029E+14,6.38
2020/11/7,1.029E+14,10.43
2020/11/7,1.029E+14,4.15
2020/11/7,1.029E+14,3.8
2020/11/7,1.029E+14,10.75
2020/11/7,1.029E+14,3.71
2020/11/7,1.029E+14,5.01
2020/11/7,1.029E+14,3.06
2020/11/7,1.029E+14,3.77
2020/11/7,1.029E+14,5.79
2020/11/7,1.029E+14,16.42
2020/11/7,1.029E+14,4.69
2020/11/7,1.029E+14,17.67
2020/11/7,1.029E+14,5.02
2020/11/7,1.029E+14,3.24
2020/11/7,1.029E+14,4.8
2020/11/7,1.029E+14,6.94
2020/11/7,1.029E+14,19.12
2020/11/7,1.029E+14,6.21
2020/11/7,1.029E+14,10.12
2020/11/7,1.029E+14,14.01
2020/11/7,1.029E+14,3.95
2020/11/7,1.029E+14,1.75
2020/11/7,1.029E+14,1.14
2020/11/7,1.029E+14,2
2020/11/7,1.029E+14,3.61
2020/11/7,1.029E+14,7.44
2020/11/7,1.029E+14,4.58
2020/11/7,1.029E+14,2.71
2020/11/7,1.029E+14,2.36
2020/11/7,1.029E+14,2.98
2020/11/7,1.029E+14,3.92
2020/11/7,1.029E+14,3.62
2020/11/7,1.029E+14,8.42
2020/11/7,1.029E+14,5.31
2020/11/8,1.029E+14,5.38
2020/11/8,1.029E+14,8.11
2020/11/8,1.029E+14,3.67
2020/11/8,1.029E+14,1.8
2020/11/8,1.029E+14,1.55
2020/11/8,1.029E+14,8.23
2020/11/8,1.029E+14,3.31
2020/11/8,1.029E+14,1.2
2020/11/8,1.029E+14,4.15
2020/11/8,1.029E+14,6.43
2020/11/8,1.029E+14,9.09
2020/11/8,1.029E+14,4.29
2020/11/8,1.029E+14,3.83
2020/11/8,1.029E+14,10.66
2020/11/8,1.029E+14,3.02
2020/11/8,1.029E+14,5.03
2020/11/8,1.029E+14,3
2020/11/8,1.029E+14,3.69
2020/11/8,1.029E+14,5.8
2020/11/8,1.029E+14,16.43
2020/11/8,1.029E+14,4.7
2020/11/8,1.029E+14,17.66
2020/11/8,1.029E+14,5
2020/11/8,1.029E+14,3.22
2020/11/8,1.029E+14,4.8
2020/11/8,1.029E+14,6.7
2020/11/8,1.029E+14,19.58
2020/11/8,1.029E+14,6.16
2020/11/8,1.029E+14,10.17
2020/11/8,1.029E+14,14.1
2020/11/8,1.029E+14,3.95
2020/11/8,1.029E+14,1.72
2020/11/8,1.029E+14,2
2020/11/8,1.029E+14,3.61
2020/11/8,1.029E+14,7.47
2020/11/8,1.029E+14,4.59
2020/11/8,1.029E+14,2.68
2020/11/8,1.029E+14,2.39
2020/11/8,1.029E+14,2.94
2020/11/8,1.029E+14,3.95
2020/11/8,1.029E+14,4.22
2020/11/8,1.029E+14,3.59
2020/11/8,1.029E+14,8.38
2020/11/8,1.029E+14,5.25
2020/11/9,1.029E+14,5.38
2020/11/9,1.029E+14,8.11
2020/11/9,1.029E+14,3.44
2020/11/9,1.029E+14,1.61
2020/11/9,1.029E+14,1.55
2020/11/9,1.029E+14,8.2
2020/11/9,1.029E+14,3.32
2020/11/9,1.029E+14,1.2
2020/11/9,1.029E+14,4.37
2020/11/9,1.029E+14,6.7
2020/11/9,1.029E+14,8.62
2020/11/9,1.029E+14,4.36
2020/11/9,1.029E+14,3.82
2020/11/9,1.029E+14,10.09
2020/11/9,1.029E+14,3
2020/11/9,1.029E+14,4.95
2020/11/9,1.029E+14,3
2020/11/9,1.029E+14,3.59
2020/11/9,1.029E+14,5.8
2020/11/9,1.029E+14,16.43
2020/11/9,1.029E+14,4.53
2020/11/9,1.029E+14,14.75
2020/11/9,1.029E+14,4.73
2020/11/9,1.029E+14,3.16
2020/11/9,1.029E+14,4.8
2020/11/9,1.029E+14,6.75
2020/11/9,1.029E+14,21.09
2020/11/9,1.029E+14,6.16
2020/11/9,1.029E+14,10.23
2020/11/9,1.029E+14,14.1
2020/11/9,1.029E+14,3.96
2020/11/9,1.029E+14,1.39
2020/11/9,1.029E+14,2
2020/11/9,1.029E+14,3.61
2020/11/9,1.029E+14,4
2020/11/9,1.029E+14,7.42
2020/11/9,1.029E+14,4.6
2020/11/9,1.029E+14,2.67
2020/11/9,1.029E+14,2.41
2020/11/9,1.029E+14,2.95
2020/11/9,1.029E+14,3.99
2020/11/9,1.029E+14,4.26
2020/11/9,1.029E+14,3.6
2020/11/9,1.029E+14,8.28
2020/11/9,1.029E+14,4.54
2020/11/10,1.029E+14,5.16
2020/11/10,1.029E+14,8.14
2020/11/10,1.029E+14,3.44
2020/11/10,1.029E+14,1.51
2020/11/10,1.029E+14,1.71
2020/11/10,1.029E+14,8.2
2020/11/10,1.029E+14,3.33
2020/11/10,1.029E+14,1.2
2020/11/10,1.029E+14,4.19
2020/11/10,1.029E+14,6.6
2020/11/10,1.029E+14,9.27
2020/11/10,1.029E+14,4.2
2020/11/10,1.029E+14,4.11
2020/11/10,1.029E+14,10.07
2020/11/10,1.029E+14,3
2020/11/10,1.029E+14,4.95
2020/11/10,1.029E+14,3
2020/11/10,1.029E+14,3.6
2020/11/10,1.029E+14,5.8
2020/11/10,1.029E+14,16.42
2020/11/10,1.029E+14,4.49
2020/11/10,1.029E+14,14
2020/11/10,1.029E+14,4.73
2020/11/10,1.029E+14,2.93
2020/11/10,1.029E+14,4.8
2020/11/10,1.029E+14,6.63
2020/11/10,1.029E+14,21.06
2020/11/10,1.029E+14,6.17
2020/11/10,1.029E+14,10.18
2020/11/10,1.029E+14,14.1
2020/11/10,1.029E+14,3.89
2020/11/10,1.029E+14,1.41
2020/11/10,1.029E+14,1.22
2020/11/10,1.029E+14,3.61
2020/11/10,1.029E+14,7.38
2020/11/10,1.029E+14,4.9
2020/11/10,1.029E+14,2.67
2020/11/10,1.029E+14,2.44
2020/11/10,1.029E+14,2.97
2020/11/10,1.029E+14,3.95
2020/11/10,1.029E+14,4.29
2020/11/10,1.029E+14,3.68
2020/11/10,1.029E+14,8.21
2020/11/10,1.029E+14,4.54
2020/11/11,1.029E+14,32.54
2020/11/11,1.029E+14,5.16
2020/11/11,1.029E+14,8.21
2020/11/11,1.029E+14,3.44
2020/11/11,1.029E+14,1.5
2020/11/11,1.029E+14,1.83
2020/11/11,1.029E+14,8.2
2020/11/11,1.029E+14,3.33
2020/11/11,1.029E+14,1.2
2020/11/11,1.029E+14,4.15
2020/11/11,1.029E+14,6.61
2020/11/11,1.029E+14,8.38
2020/11/11,1.029E+14,4.13
2020/11/11,1.029E+14,4.33
2020/11/11,1.029E+14,10.07
2020/11/11,1.029E+14,3
2020/11/11,1.029E+14,4.75
2020/11/11,1.029E+14,3.15
2020/11/11,1.029E+14,3.86
2020/11/11,1.029E+14,5.61
2020/11/11,1.029E+14,16.43
2020/11/11,1.029E+14,4.48
2020/11/11,1.029E+14,14.01
2020/11/11,1.029E+14,4.69
2020/11/11,1.029E+14,3.19
2020/11/11,1.029E+14,4.8
2020/11/11,1.029E+14,6.14
2020/11/11,1.029E+14,20.39
2020/11/11,1.029E+14,6.18
2020/11/11,1.029E+14,10.14
2020/11/11,1.029E+14,14.13
2020/11/11,1.029E+14,1.4
2020/11/11,1.029E+14,2
2020/11/11,1.029E+14,3.61
2020/11/11,1.029E+14,4
2020/11/11,1.029E+14,7.39
2020/11/11,1.029E+14,4.9
2020/11/11,1.029E+14,2.72
2020/11/11,1.029E+14,2.41
2020/11/11,1.029E+14,3
2020/11/11,1.029E+14,3.94
2020/11/11,1.029E+14,4.27
2020/11/11,1.029E+14,9.76
2020/11/11,1.029E+14,3.67
2020/11/11,1.029E+14,8.16
2020/11/11,1.029E+14,4.54
2020/11/12,1.029E+14,32.56
2020/11/12,1.029E+14,5.16
2020/11/12,1.029E+14,8.21
2020/11/12,1.029E+14,3.44
2020/11/12,1.029E+14,1.5
2020/11/12,1.029E+14,1.85
2020/11/12,1.029E+14,8.28
2020/11/12,1.029E+14,3.35
2020/11/12,1.029E+14,1.17
2020/11/12,1.029E+14,4.01
2020/11/12,1.029E+14,6.6
2020/11/12,1.029E+14,8.58
2020/11/12,1.029E+14,3.7
2020/11/12,1.029E+14,4.39
2020/11/12,1.029E+14,10.05
2020/11/12,1.029E+14,3
2020/11/12,1.029E+14,4.02
2020/11/12,1.029E+14,4
2020/11/12,1.029E+14,3.96
2020/11/12,1.029E+14,5.8
2020/11/12,1.029E+14,16.46
2020/11/12,1.029E+14,4.59
2020/11/12,1.029E+14,14.06
2020/11/12,1.029E+14,4.08
2020/11/12,1.029E+14,2.8
2020/11/12,1.029E+14,4.62
2020/11/12,1.029E+14,5.67
2020/11/12,1.029E+14,20.58
2020/11/12,1.029E+14,6.24
2020/11/12,1.029E+14,10.11
2020/11/12,1.029E+14,14.15
2020/11/12,1.029E+14,3.74
2020/11/12,1.029E+14,1.44
2020/11/12,1.029E+14,1.99
2020/11/12,1.029E+14,2
2020/11/12,1.029E+14,3.78
2020/11/12,1.029E+14,4.36
2020/11/12,1.029E+14,4
2020/11/12,1.029E+14,7.37
2020/11/12,1.029E+14,4.9
2020/11/12,1.029E+14,2.91
2020/11/12,1.029E+14,2.48
2020/11/12,1.029E+14,65.81
2020/11/12,1.029E+14,2.97
2020/11/12,1.029E+14,3.84
2020/11/12,1.029E+14,4.25
2020/11/12,1.029E+14,9.76
2020/11/12,1.029E+14,3.65
2020/11/12,1.029E+14,8.13
2020/11/12,1.029E+14,4.54
2020/11/13,1.029E+14,5
2020/11/13,1.029E+14,8.21
2020/11/13,1.029E+14,3.44
2020/11/13,1.029E+14,1.5
2020/11/13,1.029E+14,1.84
2020/11/13,1.029E+14,8.32
2020/11/13,1.029E+14,3.35
2020/11/13,1.029E+14,0.66
2020/11/13,1.029E+14,3.75
2020/11/13,1.029E+14,8.47
2020/11/13,1.029E+14,3.7
2020/11/13,1.029E+14,4.77
2020/11/13,1.029E+14,10.07
2020/11/13,1.029E+14,3
2020/11/13,1.029E+14,4.43
2020/11/13,1.029E+14,4
2020/11/13,1.029E+14,3.94
2020/11/13,1.029E+14,5.8
2020/11/13,1.029E+14,15.22
2020/11/13,1.029E+14,4.62
2020/11/13,1.029E+14,13.18
2020/11/13,1.029E+14,4.07
2020/11/13,1.029E+14,3.4
2020/11/13,1.029E+14,3.6
2020/11/13,1.029E+14,5.79
2020/11/13,1.029E+14,22.65
2020/11/13,1.029E+14,6.2
2020/11/13,1.029E+14,10.22
2020/11/13,1.029E+14,11.53
2020/11/13,1.029E+14,1.46
2020/11/13,1.029E+14,1.99
2020/11/13,1.029E+14,3.88
2020/11/13,1.029E+14,4
2020/11/13,1.029E+14,7.44
2020/11/13,1.029E+14,4.92
2020/11/13,1.029E+14,2.82
2020/11/13,1.029E+14,2.49
2020/11/13,1.029E+14,3.06
2020/11/13,1.029E+14,3.84
2020/11/13,1.029E+14,4.33
2020/11/13,1.029E+14,9.76
2020/11/13,1.029E+14,3.57
2020/11/13,1.029E+14,8.35
2020/11/13,1.029E+14,3.66
2020/11/13,1.06932E+14,7.84
2020/11/14,1.029E+14,37.63
2020/11/14,1.029E+14,5
2020/11/14,1.029E+14,7.45
2020/11/14,1.029E+14,3.44
2020/11/14,1.029E+14,1.5
2020/11/14,1.029E+14,1.79
2020/11/14,1.029E+14,8.15
2020/11/14,1.029E+14,3.28
2020/11/14,1.029E+14,0.64
2020/11/14,1.029E+14,3.62
2020/11/14,1.029E+14,7.25
2020/11/14,1.029E+14,6.85
2020/11/14,1.029E+14,3.34
2020/11/14,1.029E+14,4.63
2020/11/14,1.029E+14,10.56
2020/11/14,1.029E+14,3
2020/11/14,1.029E+14,4.39
2020/11/14,1.029E+14,4
2020/11/14,1.029E+14,4.03
2020/11/14,1.029E+14,5.2
2020/11/14,1.029E+14,18.08
2020/11/14,1.029E+14,4.71
2020/11/14,1.029E+14,12.18
2020/11/14,1.029E+14,3.98
2020/11/14,1.029E+14,3.39
2020/11/14,1.029E+14,3.2
2020/11/14,1.029E+14,6.59
2020/11/14,1.029E+14,21.29
2020/11/14,1.029E+14,5.59
2020/11/14,1.029E+14,10.32
2020/11/14,1.029E+14,11.84
2020/11/14,1.029E+14,3.8
2020/11/14,1.029E+14,1.46
2020/11/14,1.029E+14,1.3
2020/11/14,1.029E+14,2
2020/11/14,1.029E+14,3.33
2020/11/14,1.029E+14,4
2020/11/14,1.029E+14,7.41
2020/11/14,1.029E+14,4.93
2020/11/14,1.029E+14,2.66
2020/11/14,1.029E+14,2.49
2020/11/14,1.029E+14,3.06
2020/11/14,1.029E+14,3.84
2020/11/14,1.029E+14,4.27
2020/11/14,1.029E+14,3.57
2020/11/14,1.029E+14,8.56
2020/11/14,1.029E+14,3.75
2020/11/15,1.029E+14,37.78
2020/11/15,1.029E+14,4.65
2020/11/15,1.029E+14,7.45
2020/11/15,1.029E+14,3.44
2020/11/15,1.029E+14,1.5
2020/11/15,1.029E+14,1.83
2020/11/15,1.029E+14,8.14
2020/11/15,1.029E+14,3.29
2020/11/15,1.029E+14,0.67
2020/11/15,1.029E+14,3.44
2020/11/15,1.029E+14,7.09
2020/11/15,1.029E+14,7.06
2020/11/15,1.029E+14,3.18
2020/11/15,1.029E+14,4.72
2020/11/15,1.029E+14,11.6
2020/11/15,1.029E+14,3
2020/11/15,1.029E+14,4.13
2020/11/15,1.029E+14,4
2020/11/15,1.029E+14,4.04
2020/11/15,1.029E+14,5.2
2020/11/15,1.029E+14,17.49
2020/11/15,1.029E+14,4.78
2020/11/15,1.029E+14,10.44
2020/11/15,1.029E+14,3.9
2020/11/15,1.029E+14,2.8
2020/11/15,1.029E+14,3.02
2020/11/15,1.029E+14,5.79
2020/11/15,1.029E+14,20.63
2020/11/15,1.029E+14,5.61
2020/11/15,1.029E+14,10.38
2020/11/15,1.029E+14,11.3
2020/11/15,1.029E+14,3.57
2020/11/15,1.029E+14,1.36
2020/11/15,1.029E+14,2
2020/11/15,1.029E+14,3.33
2020/11/15,1.029E+14,7.4
2020/11/15,1.029E+14,4.56
2020/11/15,1.029E+14,2.84
2020/11/15,1.029E+14,2.49
2020/11/15,1.029E+14,3.06
2020/11/15,1.029E+14,3.84
2020/11/15,1.029E+14,4.19
2020/11/15,1.029E+14,3.58
2020/11/15,1.029E+14,8.59
2020/11/15,1.029E+14,3.75
2020/11/16,1.029E+14,37.84
2020/11/16,1.029E+14,4.62
2020/11/16,1.029E+14,7.45
2020/11/16,1.029E+14,3.44
2020/11/16,1.029E+14,1.5
2020/11/16,1.029E+14,1.84
2020/11/16,1.029E+14,8.15
2020/11/16,1.029E+14,3.28
2020/11/16,1.029E+14,0.77
2020/11/16,1.029E+14,3.44
2020/11/16,1.029E+14,6.48
2020/11/16,1.029E+14,7.1
2020/11/16,1.029E+14,3.14
2020/11/16,1.029E+14,4.68
2020/11/16,1.029E+14,11.6
2020/11/16,1.029E+14,3
2020/11/16,1.029E+14,3.93
2020/11/16,1.029E+14,3.66
2020/11/16,1.029E+14,4.07
2020/11/16,1.029E+14,5.2
2020/11/16,1.029E+14,17.45
2020/11/16,1.029E+14,4.81
2020/11/16,1.029E+14,9.91
2020/11/16,1.029E+14,3.73
2020/11/16,1.029E+14,3.2
2020/11/16,1.029E+14,3
2020/11/16,1.029E+14,5.57
2020/11/16,1.029E+14,20.41
2020/11/16,1.029E+14,5.61
2020/11/16,1.029E+14,10.27
2020/11/16,1.029E+14,10.34
2020/11/16,1.029E+14,3.6
2020/11/16,1.029E+14,1.35
2020/11/16,1.029E+14,3.69
2020/11/16,1.029E+14,7.35
2020/11/16,1.029E+14,4
2020/11/16,1.029E+14,2.85
2020/11/16,1.029E+14,2.49
2020/11/16,1.029E+14,2.93
2020/11/16,1.029E+14,3.74
2020/11/16,1.029E+14,4.21
2020/11/16,1.029E+14,3.57
2020/11/16,1.029E+14,8.62
2020/11/16,1.029E+14,3.75
2020/11/17,1.029E+14,37.84
2020/11/17,1.029E+14,4.62
2020/11/17,1.029E+14,7.46
2020/11/17,1.029E+14,3.44
2020/11/17,1.029E+14,1.5
2020/11/17,1.029E+14,1.84
2020/11/17,1.029E+14,3.3
2020/11/17,1.029E+14,0.76
2020/11/17,1.029E+14,3.44
2020/11/17,1.029E+14,7.15
2020/11/17,1.029E+14,7.15
2020/11/17,1.029E+14,3.56
2020/11/17,1.029E+14,4.68
2020/11/17,1.029E+14,11.63
2020/11/17,1.029E+14,3
2020/11/17,1.029E+14,4
2020/11/17,1.029E+14,3.6
2020/11/17,1.029E+14,3.94
2020/11/17,1.029E+14,5.8
2020/11/17,1.029E+14,18.32
2020/11/17,1.029E+14,4.87
2020/11/17,1.029E+14,3.71
2020/11/17,1.029E+14,3.08
2020/11/17,1.029E+14,3
2020/11/17,1.029E+14,20.31
2020/11/17,1.029E+14,5.61
2020/11/17,1.029E+14,10.3
2020/11/17,1.029E+14,9.97
2020/11/17,1.029E+14,3.6
2020/11/17,1.029E+14,1.36
2020/11/17,1.029E+14,2
2020/11/17,1.029E+14,3.89
2020/11/17,1.029E+14,7.33
2020/11/17,1.029E+14,4
2020/11/17,1.029E+14,2.91
2020/11/17,1.029E+14,2.36
2020/11/17,1.029E+14,2.93
2020/11/17,1.029E+14,3.7
2020/11/17,1.029E+14,4.21
2020/11/17,1.029E+14,3.58
2020/11/17,1.029E+14,8.67
2020/11/17,1.029E+14,3.75
2020/11/18,1.029E+14,37.12
2020/11/18,1.029E+14,4.62
2020/11/18,1.029E+14,7.47
2020/11/18,1.029E+14,3.16
2020/11/18,1.029E+14,1.5
2020/11/18,1.029E+14,1.94
2020/11/18,1.029E+14,8.19
2020/11/18,1.029E+14,3.31
2020/11/18,1.029E+14,0.71
2020/11/18,1.029E+14,3.53
2020/11/18,1.029E+14,7.11
2020/11/18,1.029E+14,7.86
2020/11/18,1.029E+14,3.72
2020/11/18,1.029E+14,4.68
2020/11/18,1.029E+14,11.63
2020/11/18,1.029E+14,3
2020/11/18,1.029E+14,3.88
2020/11/18,1.029E+14,3.6
2020/11/18,1.029E+14,3.68
2020/11/18,1.029E+14,5.8
2020/11/18,1.029E+14,18.32
2020/11/18,1.029E+14,4.92
2020/11/18,1.029E+14,9.58
2020/11/18,1.029E+14,3.8
2020/11/18,1.029E+14,2.96
2020/11/18,1.029E+14,3
2020/11/18,1.029E+14,20.31
2020/11/18,1.029E+14,5.65
2020/11/18,1.029E+14,10.34
2020/11/18,1.029E+14,9.85
2020/11/18,1.029E+14,3.59
2020/11/18,1.029E+14,1.37
2020/11/18,1.029E+14,1.52
2020/11/18,1.029E+14,1.7
2020/11/18,1.029E+14,3.75
2020/11/18,1.029E+14,7.34
2020/11/18,1.029E+14,4
2020/11/18,1.029E+14,2.91
2020/11/18,1.029E+14,2.37
2020/11/18,1.029E+14,2.95
2020/11/18,1.029E+14,3.69
2020/11/18,1.029E+14,4.21
2020/11/18,1.029E+14,3.57
2020/11/18,1.029E+14,8.72
2020/11/18,1.029E+14,3.75
2020/11/19,1.029E+14,36.85
2020/11/19,1.029E+14,4.05
2020/11/19,1.029E+14,7.5
2020/11/19,1.029E+14,3.13
2020/11/19,1.029E+14,1.5
2020/11/19,1.029E+14,2.03
2020/11/19,1.029E+14,8.2
2020/11/19,1.029E+14,3.31
2020/11/19,1.029E+14,0.61
2020/11/19,1.029E+14,3.42
2020/11/19,1.029E+14,7.22
2020/11/19,1.029E+14,7.93
2020/11/19,1.029E+14,4.5
2020/11/19,1.029E+14,4.65
2020/11/19,1.029E+14,11.15
2020/11/19,1.029E+14,3
2020/11/19,1.029E+14,3.39
2020/11/19,1.029E+14,3.6
2020/11/19,1.029E+14,3.67
2020/11/19,1.029E+14,5.66
2020/11/19,1.029E+14,18.33
2020/11/19,1.029E+14,4.94
2020/11/19,1.029E+14,9.56
2020/11/19,1.029E+14,3.81
2020/11/19,1.029E+14,2.94
2020/11/19,1.029E+14,2.98
2020/11/19,1.029E+14,5.56
2020/11/19,1.029E+14,20.31
2020/11/19,1.029E+14,5.63
2020/11/19,1.029E+14,10.33
2020/11/19,1.029E+14,9.76
2020/11/19,1.029E+14,3.59
2020/11/19,1.029E+14,1.34
2020/11/19,1.029E+14,1.4
2020/11/19,1.029E+14,3.61
2020/11/19,1.029E+14,4.41
2020/11/19,1.029E+14,3
2020/11/19,1.029E+14,2.35
2020/11/19,1.029E+14,2.95
2020/11/19,1.029E+14,3.67
2020/11/19,1.029E+14,4.21
2020/11/19,1.029E+14,8.42
2020/11/19,1.029E+14,3.56
2020/11/19,1.029E+14,8.82
2020/11/19,1.029E+14,3.75
2020/11/20,1.029E+14,4.23
2020/11/20,1.029E+14,7.51
2020/11/20,1.029E+14,3.12
2020/11/20,1.029E+14,1.5
2020/11/20,1.029E+14,1.97
2020/11/20,1.029E+14,8.2
2020/11/20,1.029E+14,3.31
2020/11/20,1.029E+14,0.58
2020/11/20,1.029E+14,3.13
2020/11/20,1.029E+14,7.25
2020/11/20,1.029E+14,7.83
2020/11/20,1.029E+14,4.5
2020/11/20,1.029E+14,4.65
2020/11/20,1.029E+14,10.68
2020/11/20,1.029E+14,3
2020/11/20,1.029E+14,3.49
2020/11/20,1.029E+14,3.6
2020/11/20,1.029E+14,2.98
2020/11/20,1.029E+14,5.6
2020/11/20,1.029E+14,15.57
2020/11/20,1.029E+14,4.99
2020/11/20,1.029E+14,9.59
2020/11/20,1.029E+14,3.79
2020/11/20,1.029E+14,2.98
2020/11/20,1.029E+14,2.51
2020/11/20,1.029E+14,5.6
2020/11/20,1.029E+14,20.33
2020/11/20,1.029E+14,5.61
2020/11/20,1.029E+14,10.56
2020/11/20,1.029E+14,9.77
2020/11/20,1.029E+14,3.61
2020/11/20,1.029E+14,1.34
2020/11/20,1.029E+14,2.58
2020/11/20,1.029E+14,1.56
2020/11/20,1.029E+14,3.61
2020/11/20,1.029E+14,7.35
2020/11/20,1.029E+14,4.41
2020/11/20,1.029E+14,3.1
2020/11/20,1.029E+14,2.36
2020/11/20,1.029E+14,2.91
2020/11/20,1.029E+14,3.59
2020/11/20,1.029E+14,4.2
2020/11/20,1.029E+14,7
2020/11/20,1.029E+14,3.56
2020/11/20,1.029E+14,8.77
2020/11/20,1.029E+14,3.4
2020/11/21,1.029E+14,36.84
2020/11/21,1.029E+14,4.01
2020/11/21,1.029E+14,7.5
2020/11/21,1.029E+14,3.13
2020/11/21,1.029E+14,1.45
2020/11/21,1.029E+14,1.86
2020/11/21,1.029E+14,8.16
2020/11/21,1.029E+14,3.04
2020/11/21,1.029E+14,0.58
2020/11/21,1.029E+14,3.16
2020/11/21,1.029E+14,3.12
2020/11/21,1.029E+14,7.37
2020/11/21,1.029E+14,7.04
2020/11/21,1.029E+14,4.5
2020/11/21,1.029E+14,4.71
2020/11/21,1.029E+14,10.4
2020/11/21,1.029E+14,3
2020/11/21,1.029E+14,3.03
2020/11/21,1.029E+14,3.62
2020/11/21,1.029E+14,2.85
2020/11/21,1.029E+14,5.64
2020/11/21,1.029E+14,17.64
2020/11/21,1.029E+14,5.17
2020/11/21,1.029E+14,3.8
2020/11/21,1.029E+14,3.06
2020/11/21,1.029E+14,2.13
2020/11/21,1.029E+14,5.61
2020/11/21,1.029E+14,20.59
2020/11/21,1.029E+14,5.62
2020/11/21,1.029E+14,10.45
2020/11/21,1.029E+14,9.75
2020/11/21,1.029E+14,3.35
2020/11/21,1.029E+14,1.33
2020/11/21,1.029E+14,1.52
2020/11/21,1.029E+14,1.6
2020/11/21,1.029E+14,3.61
2020/11/21,1.029E+14,7.37
2020/11/21,1.029E+14,4.41
2020/11/21,1.029E+14,2.87
2020/11/21,1.029E+14,2.29
2020/11/21,1.029E+14,2.92
2020/11/21,1.029E+14,3.5
2020/11/21,1.029E+14,4.22
2020/11/21,1.029E+14,7
2020/11/21,1.029E+14,3.65
2020/11/21,1.029E+14,8.84
2020/11/21,1.029E+14,3.13
2020/11/22,1.029E+14,37.07
2020/11/22,1.029E+14,12
2020/11/22,1.029E+14,4.23
2020/11/22,1.029E+14,7.5
2020/11/22,1.029E+14,3.13
2020/11/22,1.029E+14,1.66
2020/11/22,1.029E+14,1.91
2020/11/22,1.029E+14,8.17
2020/11/22,1.029E+14,2.64
2020/11/22,1.029E+14,0.6
2020/11/22,1.029E+14,3.12
2020/11/22,1.029E+14,7.56
2020/11/22,1.029E+14,6.42
2020/11/22,1.029E+14,4.5
2020/11/22,1.029E+14,4.74
2020/11/22,1.029E+14,10.4
2020/11/22,1.029E+14,3.22
2020/11/22,1.029E+14,2.76
2020/11/22,1.029E+14,3.8
2020/11/22,1.029E+14,2.97
2020/11/22,1.029E+14,5.6
2020/11/22,1.029E+14,17.35
2020/11/22,1.029E+14,4.83
2020/11/22,1.029E+14,9.58
2020/11/22,1.029E+14,3.79
2020/11/22,1.029E+14,2.94
2020/11/22,1.029E+14,1.94
2020/11/22,1.029E+14,5.93
2020/11/22,1.029E+14,20.96
2020/11/22,1.029E+14,5.61
2020/11/22,1.029E+14,10.38
2020/11/22,1.029E+14,9.69
2020/11/22,1.029E+14,3.3
2020/11/22,1.029E+14,10
2020/11/22,1.029E+14,1.6
2020/11/22,1.029E+14,3.61
2020/11/22,1.029E+14,5.8
2020/11/22,1.029E+14,1.68
2020/11/22,1.029E+14,2.19
2020/11/22,1.029E+14,2.95
2020/11/22,1.029E+14,3.51
2020/11/22,1.029E+14,4.22
2020/11/22,1.029E+14,3.66
2020/11/22,1.029E+14,8.62
2020/11/22,1.029E+14,3.12
2020/11/23,1.029E+14,12
2020/11/23,1.029E+14,1.64
2020/11/23,1.029E+14,3.85
2020/11/23,1.029E+14,8.14
2020/11/23,1.029E+14,2.84
2020/11/23,1.029E+14,1.6
2020/11/23,1.029E+14,1.95
2020/11/23,1.029E+14,8.16
2020/11/23,1.029E+14,2.62
2020/11/23,1.029E+14,0.62
2020/11/23,1.029E+14,3.33
2020/11/23,1.029E+14,3.13
2020/11/23,1.029E+14,7.86
2020/11/23,1.029E+14,6.59
2020/11/23,1.029E+14,4.51
2020/11/23,1.029E+14,11.93
2020/11/23,1.029E+14,3.5
2020/11/23,1.029E+14,2.68
2020/11/23,1.029E+14,3.6
2020/11/23,1.029E+14,3.74
2020/11/23,1.029E+14,5.6
2020/11/23,1.029E+14,19.15
2020/11/23,1.029E+14,4.34
2020/11/23,1.029E+14,9.49
2020/11/23,1.029E+14,2.94
2020/11/23,1.029E+14,4.13
2020/11/23,1.029E+14,5.66
2020/11/23,1.029E+14,20.92
2020/11/23,1.029E+14,5.62
2020/11/23,1.029E+14,10.16
2020/11/23,1.029E+14,8.52
2020/11/23,1.029E+14,3.29
